PlayerMatch_key,Match_Id,Player_Id,Player_Name,DOB,Batting_hand,Bowling_skill,Country_Name,Role_Desc,Player_team,Opposite_Team,Season_year,is_manofThematch,Age_As_on_match,IsPlayers_Team_won,Player_Captain,Opposite_captain,Player_keeper,Opposite_keeper
59807100088,598071,88,KD Karthik,6/1/1985,Right-hand bat,N/A,India,Keeper,Mumbai Indians,Kings XI Punjab,2013,0,28,0,RG Sharma,AC Gilchrist,KD Karthik,AC Gilchrist
59807100194,598071,194,SL Malinga,8/28/1983,Right-hand bat,Right-arm fast,Sri Lanka,Player,Mumbai Indians,Kings XI Punjab,2013,0,30,0,RG Sharma,AC Gilchrist,KD Karthik,AC Gilchrist
59807100207,598071,207,AP Tare,11/7/1987,Right-hand bat,N/A,India,Player,Mumbai Indians,Kings XI Punjab,2013,0,26,0,RG Sharma,AC Gilchrist,KD Karthik,AC Gilchrist
59807100208,598071,208,AT Rayudu,9/23/1985,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Kings XI Punjab,2013,0,28,0,RG Sharma,AC Gilchrist,KD Karthik,AC Gilchrist
59807100221,598071,221,KA Pollard,5/12/1987,Right-hand bat,Right-arm medium-fast,West Indies,Player,Mumbai Indians,Kings XI Punjab,2013,0,26,0,RG Sharma,AC Gilchrist,KD Karthik,AC Gilchrist
59807100305,598071,305,GJ Maxwell,10/14/1988,Right-hand bat,Right-arm offbreak,Australia,Player,Mumbai Indians,Kings XI Punjab,2013,0,25,0,RG Sharma,AC Gilchrist,KD Karthik,AC Gilchrist
59807100356,598071,356,R Dhawan,2/19/1990,Right-hand bat,Right-arm medium-fast,India,Player,Mumbai Indians,Kings XI Punjab,2013,0,23,0,RG Sharma,AC Gilchrist,KD Karthik,AC Gilchrist
59807100371,598071,371,NM Coulter-Nile,10/11/1987,Right-hand bat,Right-arm fast,Australia,Player,Mumbai Indians,Kings XI Punjab,2013,0,26,0,RG Sharma,AC Gilchrist,KD Karthik,AC Gilchrist
59807200029,598072,29,IK Pathan,10/27/1984,Left-hand bat,Left-arm medium-fast,India,Player,Delhi Daredevils,Pune Warriors,2013,0,29,0,DPMD Jayawardene,AJ Finch,CM Gautam,RV Uthappa
59807200041,598072,41,V Sehwag,10/20/1978,Right-hand bat,Right-arm offbreak,India,Player,Delhi Daredevils,Pune Warriors,2013,0,35,0,DPMD Jayawardene,AJ Finch,CM Gautam,RV Uthappa
59807200064,598072,64,DPMD Jayawardene,5/27/1977,Right-hand bat,Right-arm medium,Sri Lanka,Captain,Delhi Daredevils,Pune Warriors,2013,0,36,0,DPMD Jayawardene,AJ Finch,CM Gautam,RV Uthappa
59807200093,598072,93,B Chipli,1/27/1983,Right-hand bat,Right-arm medium,India,Player,Delhi Daredevils,Pune Warriors,2013,0,30,0,DPMD Jayawardene,AJ Finch,CM Gautam,RV Uthappa
59807200187,598072,187,DA Warner,10/27/1986,Left-hand bat,Legbreak,Australia,Player,Delhi Daredevils,Pune Warriors,2013,0,27,0,DPMD Jayawardene,AJ Finch,CM Gautam,RV Uthappa
59807200190,598072,190,M Morkel,10/6/1984,Left-hand bat,Right-arm fast,South Africa,Player,Delhi Daredevils,Pune Warriors,2013,0,29,0,DPMD Jayawardene,AJ Finch,CM Gautam,RV Uthappa
59807200232,598072,232,UT Yadav,10/25/1987,Right-hand bat,Right-arm fast-medium,India,Player,Delhi Daredevils,Pune Warriors,2013,0,26,0,DPMD Jayawardene,AJ Finch,CM Gautam,RV Uthappa
59807200293,598072,293,S Nadeem,8/12/1989,Right-hand bat,Slow left-arm orthodox,India,Player,Delhi Daredevils,Pune Warriors,2013,0,24,0,DPMD Jayawardene,AJ Finch,CM Gautam,RV Uthappa
59807200353,598072,353,BJ Rohrer,3/26/1981,Left-hand bat,N/A,Australia,Player,Delhi Daredevils,Pune Warriors,2013,0,32,0,DPMD Jayawardene,AJ Finch,CM Gautam,RV Uthappa
59807200360,598072,360,CM Gautam,3/8/1986,Right-hand bat,N/A,India,Keeper,Delhi Daredevils,Pune Warriors,2013,0,27,0,DPMD Jayawardene,AJ Finch,CM Gautam,RV Uthappa
59807200368,598072,368,S Kaul,5/19/1990,Right-hand bat,Right-arm medium,India,Player,Delhi Daredevils,Pune Warriors,2013,0,23,0,DPMD Jayawardene,AJ Finch,CM Gautam,RV Uthappa
59807200027,598072,27,Yuvraj Singh,12/12/1981,Left-hand bat,Slow left-arm orthodox,India,Player,Pune Warriors,Delhi Daredevils,2013,0,32,1,AJ Finch,DPMD Jayawardene,RV Uthappa,CM Gautam
59807200046,598072,46,RV Uthappa,11/11/1985,Right-hand bat,Right-arm medium,India,Keeper,Pune Warriors,Delhi Daredevils,2013,0,28,1,AJ Finch,DPMD Jayawardene,RV Uthappa,CM Gautam
59807200096,598072,96,MK Pandey,9/10/1989,Right-hand bat,Right-arm medium,India,Player,Pune Warriors,Delhi Daredevils,2013,0,24,1,AJ Finch,DPMD Jayawardene,RV Uthappa,CM Gautam
59807200106,598072,106,AB Dinda,3/25/1984,Right-hand bat,Right-arm medium-fast,India,Player,Pune Warriors,Delhi Daredevils,2013,0,29,1,AJ Finch,DPMD Jayawardene,RV Uthappa,CM Gautam
59807200191,598072,191,AD Mathews,6/2/1987,Right-hand bat,Right-arm fast-medium,Sri Lanka,Player,Pune Warriors,Delhi Daredevils,2013,0,26,1,AJ Finch,DPMD Jayawardene,RV Uthappa,CM Gautam
59807200254,598072,254,AJ Finch,11/17/1986,Right-hand bat,Slow left-arm orthodox,Australia,Captain,Pune Warriors,Delhi Daredevils,2013,0,27,1,AJ Finch,DPMD Jayawardene,RV Uthappa,CM Gautam
59807200259,598072,259,RV Gomez,10/16/1985,Right-hand bat,Right-arm medium,India,Player,Pune Warriors,Delhi Daredevils,2013,0,28,1,AJ Finch,DPMD Jayawardene,RV Uthappa,CM Gautam
59807200267,598072,267,WD Parnell,7/30/1989,Left-hand bat,Left-arm medium-fast,South Africa,Player,Pune Warriors,Delhi Daredevils,2013,0,24,1,AJ Finch,DPMD Jayawardene,RV Uthappa,CM Gautam
59807200286,598072,286,AG Murtaza,1/1/1990,Left-hand bat,Slow left-arm orthodox,India,Player,Pune Warriors,Delhi Daredevils,2013,0,23,1,AJ Finch,DPMD Jayawardene,RV Uthappa,CM Gautam
59807200299,598072,299,B Kumar,2/5/1990,Right-hand bat,Right-arm medium,India,Player,Pune Warriors,Delhi Daredevils,2013,0,23,1,AJ Finch,DPMD Jayawardene,RV Uthappa,CM Gautam
59807200358,598072,358,LJ Wright,3/7/1985,Right-hand bat,Right-arm medium-fast,England,Player,Pune Warriors,Delhi Daredevils,2013,1,28,1,AJ Finch,DPMD Jayawardene,RV Uthappa,CM Gautam
59807300008,598073,8,V Kohli,11/5/1988,Right-hand bat,Right-arm medium,India,Captain,Royal Challengers Bangalore,Chennai Super Kings,2013,1,25,1,V Kohli,MS Dhoni,KL Rahul,MS Dhoni
59807300015,598073,15,Z Khan,10/7/1978,Right-hand bat,Left-arm fast-medium,India,Player,Royal Challengers Bangalore,Chennai Super Kings,2013,0,35,1,V Kohli,MS Dhoni,KL Rahul,MS Dhoni
59807300061,598073,61,RP Singh,12/6/1985,Right-hand bat,Left-arm fast-medium,India,Player,Royal Challengers Bangalore,Chennai Super Kings,2013,0,28,1,V Kohli,MS Dhoni,KL Rahul,MS Dhoni
59807300079,598073,79,SS Tiwary,12/30/1989,Left-hand bat,N/A,India,Player,Royal Challengers Bangalore,Chennai Super Kings,2013,0,24,1,V Kohli,MS Dhoni,KL Rahul,MS Dhoni
59807300081,598073,81,R Vinay Kumar,2/12/1984,Right-hand bat,Right-arm medium,India,Player,Royal Challengers Bangalore,Chennai Super Kings,2013,0,29,1,V Kohli,MS Dhoni,KL Rahul,MS Dhoni
59807300110,598073,110,AB de Villiers,2/17/1984,Right-hand bat,Right-arm medium,South Africa,Player,Royal Challengers Bangalore,Chennai Super Kings,2013,0,29,1,V Kohli,MS Dhoni,KL Rahul,MS Dhoni
59807300162,598073,162,CH Gayle,9/21/1979,Left-hand bat,Right-arm offbreak,West Indies,Player,Royal Challengers Bangalore,Chennai Super Kings,2013,0,34,1,V Kohli,MS Dhoni,KL Rahul,MS Dhoni
59807300163,598073,163,MC Henriques,2/1/1987,Right-hand bat,Right-arm fast-medium,Australia,Player,Royal Challengers Bangalore,Chennai Super Kings,2013,0,26,1,V Kohli,MS Dhoni,KL Rahul,MS Dhoni
59807300346,598073,346,JD Unadkat,10/18/1991,Right-hand bat,Left-arm medium,India,Player,Royal Challengers Bangalore,Chennai Super Kings,2013,0,22,1,V Kohli,MS Dhoni,KL Rahul,MS Dhoni
59807300349,598073,349,R Rampaul,10/15/1984,Left-hand bat,Right-arm fast-medium,West Indies,Player,Royal Challengers Bangalore,Chennai Super Kings,2013,0,29,1,V Kohli,MS Dhoni,KL Rahul,MS Dhoni
59807300354,598073,354,KL Rahul,4/18/1992,Right-hand bat,N/A,India,Keeper,Royal Challengers Bangalore,Chennai Super Kings,2013,0,21,1,V Kohli,MS Dhoni,KL Rahul,MS Dhoni
59807300019,598073,19,MEK Hussey,5/27/1975,Left-hand bat,Right-arm medium,Australia,Player,Chennai Super Kings,Royal Challengers Bangalore,2013,0,38,0,MS Dhoni,V Kohli,MS Dhoni,KL Rahul
59807300020,598073,20,MS Dhoni,7/7/1981,Right-hand bat,Right-arm medium,India,CaptainKeeper,Chennai Super Kings,Royal Challengers Bangalore,2013,0,32,0,MS Dhoni,V Kohli,MS Dhoni,KL Rahul
59807300021,598073,21,SK Raina,11/27/1986,Left-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Royal Challengers Bangalore,2013,0,27,0,MS Dhoni,V Kohli,MS Dhoni,KL Rahul
59807300023,598073,23,S Badrinath,8/30/1980,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Royal Challengers Bangalore,2013,0,33,0,MS Dhoni,V Kohli,MS Dhoni,KL Rahul
59807300035,598073,35,RA Jadeja,12/6/1988,Left-hand bat,Slow left-arm orthodox,India,Player,Chennai Super Kings,Royal Challengers Bangalore,2013,0,25,0,MS Dhoni,V Kohli,MS Dhoni,KL Rahul
59807300071,598073,71,DJ Bravo,10/7/1983,Right-hand bat,Right-arm medium-fast,West Indies,Player,Chennai Super Kings,Royal Challengers Bangalore,2013,0,30,0,MS Dhoni,V Kohli,MS Dhoni,KL Rahul
59807300185,598073,185,M Vijay,4/1/1984,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Royal Challengers Bangalore,2013,0,29,0,MS Dhoni,V Kohli,MS Dhoni,KL Rahul
59807300201,598073,201,R Ashwin,9/17/1986,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Royal Challengers Bangalore,2013,0,27,0,MS Dhoni,V Kohli,MS Dhoni,KL Rahul
59807300350,598073,350,CH Morris,4/30/1987,Right-hand bat,Right-arm fast-medium,South Africa,Player,Chennai Super Kings,Royal Challengers Bangalore,2013,0,26,0,MS Dhoni,V Kohli,MS Dhoni,KL Rahul
59807300364,598073,364,MM Sharma,9/18/1988,Right-hand bat,Right-arm medium,India,Player,Chennai Super Kings,Royal Challengers Bangalore,2013,0,25,0,MS Dhoni,V Kohli,MS Dhoni,KL Rahul
59807300391,598073,391,JO Holder,11/5/1991,Right-hand bat,Right-arm medium-fast,West Indies,Player,Chennai Super Kings,Royal Challengers Bangalore,2013,0,22,0,MS Dhoni,V Kohli,MS Dhoni,KL Rahul
59807400009,598074,9,JH Kallis,10/16/1975,Right-hand bat,Right-arm fast-medium,South Africa,Player,Kolkata Knight Riders,Sunrisers Hyderabad,2013,0,38,0,G Gambhir,CL White,MS Bisla,PA Patel
59807400031,598074,31,YK Pathan,11/17/1982,Right-hand bat,Right-arm offbreak,India,Player,Kolkata Knight Riders,Sunrisers Hyderabad,2013,0,31,0,G Gambhir,CL White,MS Bisla,PA Patel
59807400040,598074,40,G Gambhir,10/14/1981,Left-hand bat,Legbreak,India,Captain,Kolkata Knight Riders,Sunrisers Hyderabad,2013,0,32,0,G Gambhir,CL White,MS Bisla,PA Patel
59807400116,598074,116,PJ Sangwan,11/5/1990,Right-hand bat,Left-arm medium,India,Player,Kolkata Knight Riders,Sunrisers Hyderabad,2013,0,23,0,G Gambhir,CL White,MS Bisla,PA Patel
59807400140,598074,140,Iqbal Abdulla,12/2/1989,Left-hand bat,Slow left-arm orthodox,India,Player,Kolkata Knight Riders,Sunrisers Hyderabad,2013,0,24,0,G Gambhir,CL White,MS Bisla,PA Patel
59807400212,598074,212,P Dogra,11/19/1984,Right-hand bat,Legbreak,India,Player,Kolkata Knight Riders,Sunrisers Hyderabad,2013,0,29,0,G Gambhir,CL White,MS Bisla,PA Patel
59807400214,598074,214,MS Bisla,12/27/1984,Right-hand bat,N/A,India,Keeper,Kolkata Knight Riders,Sunrisers Hyderabad,2013,0,29,0,G Gambhir,CL White,MS Bisla,PA Patel
59807400216,598074,216,EJG Morgan,9/10/1986,Left-hand bat,Right-arm medium,England,Player,Kolkata Knight Riders,Sunrisers Hyderabad,2013,0,27,0,G Gambhir,CL White,MS Bisla,PA Patel
59807400284,598074,284,RN ten Doeschate,6/30/1980,Right-hand bat,Right-arm medium-fast,Netherlands,Player,Kolkata Knight Riders,Sunrisers Hyderabad,2013,0,33,0,G Gambhir,CL White,MS Bisla,PA Patel
59807400315,598074,315,SP Narine,5/26/1988,Left-hand bat,Right-arm offbreak,West Indies,Player,Kolkata Knight Riders,Sunrisers Hyderabad,2013,0,25,0,G Gambhir,CL White,MS Bisla,PA Patel
59807400347,598074,347,Mohammed Shami,9/3/1990,Right-hand bat,Right-arm fast-medium,India,Player,Kolkata Knight Riders,Sunrisers Hyderabad,2013,0,23,0,G Gambhir,CL White,MS Bisla,PA Patel
59807400010,598074,10,CL White,8/18/1983,Right-hand bat,Legbreak googly,Australia,Captain,Sunrisers Hyderabad,Kolkata Knight Riders,2013,0,30,1,CL White,G Gambhir,PA Patel,MS Bisla
59807400017,598074,17,PA Patel,3/9/1985,Left-hand bat,N/A,India,Keeper,Sunrisers Hyderabad,Kolkata Knight Riders,2013,1,28,1,CL White,G Gambhir,PA Patel,MS Bisla
59807400042,598074,42,S Dhawan,12/5/1985,Left-hand bat,Right-arm offbreak,India,Player,Sunrisers Hyderabad,Kolkata Knight Riders,2013,0,28,1,CL White,G Gambhir,PA Patel,MS Bisla
59807400094,598074,94,DW Steyn,6/27/1983,Right-hand bat,Right-arm fast,South Africa,Player,Sunrisers Hyderabad,Kolkata Knight Riders,2013,0,30,1,CL White,G Gambhir,PA Patel,MS Bisla
59807400136,598074,136,A Mishra,11/24/1982,Right-hand bat,Legbreak,India,Player,Sunrisers Hyderabad,Kolkata Knight Riders,2013,0,31,1,CL White,G Gambhir,PA Patel,MS Bisla
59807400166,598074,166,KV Sharma,10/23/1987,Left-hand bat,Legbreak googly,India,Player,Sunrisers Hyderabad,Kolkata Knight Riders,2013,0,26,1,CL White,G Gambhir,PA Patel,MS Bisla
59807400280,598074,280,NLTC Perera,4/3/1989,Left-hand bat,Right-arm medium-fast,Sri Lanka,Player,Sunrisers Hyderabad,Kolkata Knight Riders,2013,0,24,1,CL White,G Gambhir,PA Patel,MS Bisla
59807400327,598074,327,BB Samantray,12/14/1988,Right-hand bat,N/A,India,Player,Sunrisers Hyderabad,Kolkata Knight Riders,2013,0,25,1,CL White,G Gambhir,PA Patel,MS Bisla
59807400340,598074,340,GH Vihari,10/13/1993,Right-hand bat,Right-arm offbreak,India,Player,Sunrisers Hyderabad,Kolkata Knight Riders,2013,0,20,1,CL White,G Gambhir,PA Patel,MS Bisla
59807400362,598074,362,DJG Sammy,12/20/1983,Right-hand bat,Right-arm medium-fast,West Indies,Player,Sunrisers Hyderabad,Kolkata Knight Riders,2013,0,30,1,CL White,G Gambhir,PA Patel,MS Bisla
59807400446,598074,446,Anand Rajan,4/17/1987,Right-hand bat,Right-arm medium,India,Player,Sunrisers Hyderabad,Kolkata Knight Riders,2013,0,26,1,CL White,G Gambhir,PA Patel,MS Bisla
59807500050,598075,50,Harbhajan Singh,7/3/1980,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Chennai Super Kings,2013,0,33,0,RG Sharma,MS Dhoni,KD Karthik,MS Dhoni
59807500057,598075,57,RG Sharma,4/30/1987,Right-hand bat,Right-arm offbreak,India,Captain,Mumbai Indians,Chennai Super Kings,2013,0,26,0,RG Sharma,MS Dhoni,KD Karthik,MS Dhoni
59807500088,598075,88,KD Karthik,6/1/1985,Right-hand bat,N/A,India,Keeper,Mumbai Indians,Chennai Super Kings,2013,0,28,0,RG Sharma,MS Dhoni,KD Karthik,MS Dhoni
59807500126,598075,126,MM Patel,7/12/1983,Right-hand bat,Right-arm medium-fast,India,Player,Mumbai Indians,Chennai Super Kings,2013,0,30,0,RG Sharma,MS Dhoni,KD Karthik,MS Dhoni
59807500131,598075,131,PP Ojha,9/5/1986,Left-hand bat,Slow left-arm orthodox,India,Player,Mumbai Indians,Chennai Super Kings,2013,0,27,0,RG Sharma,MS Dhoni,KD Karthik,MS Dhoni
59807500147,598075,147,DR Smith,4/12/1983,Right-hand bat,Right-arm medium,West Indies,Player,Mumbai Indians,Chennai Super Kings,2013,0,30,0,RG Sharma,MS Dhoni,KD Karthik,MS Dhoni
59807500194,598075,194,SL Malinga,8/28/1983,Right-hand bat,Right-arm fast,Sri Lanka,Player,Mumbai Indians,Chennai Super Kings,2013,0,30,0,RG Sharma,MS Dhoni,KD Karthik,MS Dhoni
59807500207,598075,207,AP Tare,11/7/1987,Right-hand bat,N/A,India,Player,Mumbai Indians,Chennai Super Kings,2013,0,26,0,RG Sharma,MS Dhoni,KD Karthik,MS Dhoni
59807500208,598075,208,AT Rayudu,9/23/1985,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Chennai Super Kings,2013,0,28,0,RG Sharma,MS Dhoni,KD Karthik,MS Dhoni
59807500221,598075,221,KA Pollard,5/12/1987,Right-hand bat,Right-arm medium-fast,West Indies,Player,Mumbai Indians,Chennai Super Kings,2013,0,26,0,RG Sharma,MS Dhoni,KD Karthik,MS Dhoni
59807500357,598075,357,MG Johnson,11/2/1981,Left-hand bat,Left-arm fast,Australia,Player,Mumbai Indians,Chennai Super Kings,2013,0,32,0,RG Sharma,MS Dhoni,KD Karthik,MS Dhoni
59807500019,598075,19,MEK Hussey,5/27/1975,Left-hand bat,Right-arm medium,Australia,Player,Chennai Super Kings,Mumbai Indians,2013,1,38,1,MS Dhoni,RG Sharma,MS Dhoni,KD Karthik
59807500020,598075,20,MS Dhoni,7/7/1981,Right-hand bat,Right-arm medium,India,CaptainKeeper,Chennai Super Kings,Mumbai Indians,2013,0,32,1,MS Dhoni,RG Sharma,MS Dhoni,KD Karthik
59807500021,598075,21,SK Raina,11/27/1986,Left-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Mumbai Indians,2013,0,27,1,MS Dhoni,RG Sharma,MS Dhoni,KD Karthik
59807500023,598075,23,S Badrinath,8/30/1980,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Mumbai Indians,2013,0,33,1,MS Dhoni,RG Sharma,MS Dhoni,KD Karthik
59807500035,598075,35,RA Jadeja,12/6/1988,Left-hand bat,Slow left-arm orthodox,India,Player,Chennai Super Kings,Mumbai Indians,2013,0,25,1,MS Dhoni,RG Sharma,MS Dhoni,KD Karthik
59807500071,598075,71,DJ Bravo,10/7/1983,Right-hand bat,Right-arm medium-fast,West Indies,Player,Chennai Super Kings,Mumbai Indians,2013,0,30,1,MS Dhoni,RG Sharma,MS Dhoni,KD Karthik
59807500109,598075,109,JA Morkel,6/10/1981,Left-hand bat,Right-arm medium-fast,South Africa,Player,Chennai Super Kings,Mumbai Indians,2013,0,32,1,MS Dhoni,RG Sharma,MS Dhoni,KD Karthik
59807500185,598075,185,M Vijay,4/1/1984,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Mumbai Indians,2013,0,29,1,MS Dhoni,RG Sharma,MS Dhoni,KD Karthik
59807500201,598075,201,R Ashwin,9/17/1986,Right-hand bat,Right-arm offbreak,India,Player,Chennai Super Kings,Mumbai Indians,2013,0,27,1,MS Dhoni,RG Sharma,MS Dhoni,KD Karthik
59807500350,598075,350,CH Morris,4/30/1987,Right-hand bat,Right-arm fast-medium,South Africa,Player,Chennai Super Kings,Mumbai Indians,2013,0,26,1,MS Dhoni,RG Sharma,MS Dhoni,KD Karthik
59807500364,598075,364,MM Sharma,9/18/1988,Right-hand bat,Right-arm medium,India,Player,Chennai Super Kings,Mumbai Indians,2013,0,25,1,MS Dhoni,RG Sharma,MS Dhoni,KD Karthik
59807600006,598076,6,R Dravid,1/11/1973,Right-hand bat,Right-arm offbreak,India,Captain,Rajasthan Royals,Sunrisers Hyderabad,2013,0,40,1,R Dravid,CL White,DH Yagnik,PA Patel
59807600032,598076,32,SR Watson,6/17/1981,Right-hand bat,Right-arm fast-medium,Australia,Player,Rajasthan Royals,Sunrisers Hyderabad,2013,0,32,1,R Dravid,CL White,DH Yagnik,PA Patel
59807600039,598076,39,SK Trivedi,9/4/1982,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Sunrisers Hyderabad,2013,0,31,1,R Dravid,CL White,DH Yagnik,PA Patel
59807600085,598076,85,AM Rahane,6/6/1988,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Sunrisers Hyderabad,2013,0,25,1,R Dravid,CL White,DH Yagnik,PA Patel
59807600104,598076,104,BJ Hodge,12/29/1974,Right-hand bat,Right-arm offbreak,Australia,Player,Rajasthan Royals,Sunrisers Hyderabad,2013,1,39,1,R Dravid,CL White,DH Yagnik,PA Patel
59807600243,598076,243,VS Malik,5/9/1983,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Sunrisers Hyderabad,2013,0,30,1,R Dravid,CL White,DH Yagnik,PA Patel
59807600255,598076,255,STR Binny,6/3/1984,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Sunrisers Hyderabad,2013,0,29,1,R Dravid,CL White,DH Yagnik,PA Patel
59807600277,598076,277,DH Yagnik,6/22/1983,Left-hand bat,N/A,India,Keeper,Rajasthan Royals,Sunrisers Hyderabad,2013,0,30,1,R Dravid,CL White,DH Yagnik,PA Patel
59807600309,598076,309,KK Cooper,2/16/1989,Right-hand bat,Right-arm medium,West Indies,Player,Rajasthan Royals,Sunrisers Hyderabad,2013,0,24,1,R Dravid,CL White,DH Yagnik,PA Patel
59807600310,598076,310,JP Faulkner,4/29/1990,Right-hand bat,Left-arm fast-medium,Australia,Player,Rajasthan Royals,Sunrisers Hyderabad,2013,0,23,1,R Dravid,CL White,DH Yagnik,PA Patel
59807600351,598076,351,SV Samson,11/11/1994,Right-hand bat,N/A,India,Player,Rajasthan Royals,Sunrisers Hyderabad,2013,0,19,1,R Dravid,CL White,DH Yagnik,PA Patel
59807600010,598076,10,CL White,8/18/1983,Right-hand bat,Legbreak googly,Australia,Captain,Sunrisers Hyderabad,Rajasthan Royals,2013,0,30,0,CL White,R Dravid,PA Patel,DH Yagnik
59807600017,598076,17,PA Patel,3/9/1985,Left-hand bat,N/A,India,Keeper,Sunrisers Hyderabad,Rajasthan Royals,2013,0,28,0,CL White,R Dravid,PA Patel,DH Yagnik
59807600042,598076,42,S Dhawan,12/5/1985,Left-hand bat,Right-arm offbreak,India,Player,Sunrisers Hyderabad,Rajasthan Royals,2013,0,28,0,CL White,R Dravid,PA Patel,DH Yagnik
59807600084,598076,84,I Sharma,9/2/1988,Right-hand bat,Right-arm fast-medium,India,Player,Sunrisers Hyderabad,Rajasthan Royals,2013,0,25,0,CL White,R Dravid,PA Patel,DH Yagnik
59807600094,598076,94,DW Steyn,6/27/1983,Right-hand bat,Right-arm fast,South Africa,Player,Sunrisers Hyderabad,Rajasthan Royals,2013,0,30,0,CL White,R Dravid,PA Patel,DH Yagnik
59807600136,598076,136,A Mishra,11/24/1982,Right-hand bat,Legbreak,India,Player,Sunrisers Hyderabad,Rajasthan Royals,2013,0,31,0,CL White,R Dravid,PA Patel,DH Yagnik
59807600166,598076,166,KV Sharma,10/23/1987,Left-hand bat,Legbreak googly,India,Player,Sunrisers Hyderabad,Rajasthan Royals,2013,0,26,0,CL White,R Dravid,PA Patel,DH Yagnik
59807600280,598076,280,NLTC Perera,4/3/1989,Left-hand bat,Right-arm medium-fast,Sri Lanka,Player,Sunrisers Hyderabad,Rajasthan Royals,2013,0,24,0,CL White,R Dravid,PA Patel,DH Yagnik
59807600327,598076,327,BB Samantray,12/14/1988,Right-hand bat,N/A,India,Player,Sunrisers Hyderabad,Rajasthan Royals,2013,0,25,0,CL White,R Dravid,PA Patel,DH Yagnik
59807600340,598076,340,GH Vihari,10/13/1993,Right-hand bat,Right-arm offbreak,India,Player,Sunrisers Hyderabad,Rajasthan Royals,2013,0,20,0,CL White,R Dravid,PA Patel,DH Yagnik
59807600362,598076,362,DJG Sammy,12/20/1983,Right-hand bat,Right-arm medium-fast,West Indies,Player,Sunrisers Hyderabad,Rajasthan Royals,2013,0,30,0,CL White,R Dravid,PA Patel,DH Yagnik
59807700006,598077,6,R Dravid,1/11/1973,Right-hand bat,Right-arm offbreak,India,Captain,Rajasthan Royals,Mumbai Indians,2013,0,40,0,R Dravid,RG Sharma,DH Yagnik,KD Karthik
59807700032,598077,32,SR Watson,6/17/1981,Right-hand bat,Right-arm fast-medium,Australia,Player,Rajasthan Royals,Mumbai Indians,2013,0,32,0,R Dravid,RG Sharma,DH Yagnik,KD Karthik
59807700039,598077,39,SK Trivedi,9/4/1982,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Mumbai Indians,2013,0,31,0,R Dravid,RG Sharma,DH Yagnik,KD Karthik
59807700085,598077,85,AM Rahane,6/6/1988,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Mumbai Indians,2013,0,25,0,R Dravid,RG Sharma,DH Yagnik,KD Karthik
59807700104,598077,104,BJ Hodge,12/29/1974,Right-hand bat,Right-arm offbreak,Australia,Player,Rajasthan Royals,Mumbai Indians,2013,0,39,0,R Dravid,RG Sharma,DH Yagnik,KD Karthik
59807700243,598077,243,VS Malik,5/9/1983,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Mumbai Indians,2013,0,30,0,R Dravid,RG Sharma,DH Yagnik,KD Karthik
59807700255,598077,255,STR Binny,6/3/1984,Right-hand bat,Right-arm medium,India,Player,Rajasthan Royals,Mumbai Indians,2013,0,29,0,R Dravid,RG Sharma,DH Yagnik,KD Karthik
59807700277,598077,277,DH Yagnik,6/22/1983,Left-hand bat,N/A,India,Keeper,Rajasthan Royals,Mumbai Indians,2013,0,30,0,R Dravid,RG Sharma,DH Yagnik,KD Karthik
59807700309,598077,309,KK Cooper,2/16/1989,Right-hand bat,Right-arm medium,West Indies,Player,Rajasthan Royals,Mumbai Indians,2013,0,24,0,R Dravid,RG Sharma,DH Yagnik,KD Karthik
59807700310,598077,310,JP Faulkner,4/29/1990,Right-hand bat,Left-arm fast-medium,Australia,Player,Rajasthan Royals,Mumbai Indians,2013,0,23,0,R Dravid,RG Sharma,DH Yagnik,KD Karthik
59807700351,598077,351,SV Samson,11/11/1994,Right-hand bat,N/A,India,Player,Rajasthan Royals,Mumbai Indians,2013,0,19,0,R Dravid,RG Sharma,DH Yagnik,KD Karthik
59807700050,598077,50,Harbhajan Singh,7/3/1980,Right-hand bat,Right-arm offbreak,India,Player,Mumbai Indians,Rajasthan Royals,2013,1,33,1,RG Sharma,R Dravid,KD Karthik,DH Yagnik
59807700057,598077,57,RG Sharma,4/30/1987,Right-hand bat,Right-arm offbreak,India,Captain,Mumbai Indians,Rajasthan Royals,2013,0,26,1,RG Sharma,R Dravid,KD Karthik,DH Yagnik
